ticker,date,close,atr,c1,grav,grav_slope,grav_shift5atr,c2,volidx,volidx_slope,volidx_prev,c3,atr_pct,sd60_pct,vcp,vcp_slope,vcp_grade,c4,clock,theta,cycle,cyc_prog,cyc_days,c5,c5_days,hist,hist_prev,hist_trough,still_light,c6,dist_grav_pct,dist_grav_atr,lr_line,dist_lr_pct,dist_lr_atr,turnover20_m,data_warn,bar_src,lr_dir,struct,mk,inBox,bars,score,symbol_used,lists
NDSN,2026-09-24,323.26,6.26,True,318.24,0.285,0.08,True,91.1,0.1,91.0,True,1.94,1.57,68.1,1.1,A 待突破,True,9:24,282.2,升,7.0,1,False,7.0,0.4448,-0.0158,,False,True,1.55,0.8,311.56,3.62,1.87,114.2,,OHLC,↑,HH/HL,UT,False,268,5,NDSN,SubSector_R12
JNJ,2026-09-24,270.68,5.34,True,269.26,0.326,0.36,True,91.7,0.02,91.7,True,1.97,1.38,80.3,0.4,A 待突破,True,8:49,264.6,跌,107.0,13,False,7.0,-0.3325,-0.4637,-1.1986,True,True,0.52,0.27,271.55,-0.32,-0.16,1752.1,,OHLC,—,LH/LL,自然回檔,False,268,5,JNJ,SubSector_R12+Combined_R22
CVE,2026-09-24,31.28,0.98,True,32.26,0.057,0.4,True,81.7,0.3,81.4,True,3.14,2.27,65.8,1.6,A 待突破,True,7:42,231.2,跌,78.0,10,False,7.0,-0.368,-0.3646,-0.368,False,True,-3.13,-1.0,,,,210.8,,OHLC,—,HH/HL,DT,False,268,5,CVE,Combined_R22
CBLL,2026-09-24,23.82,0.9,True,24.24,0.072,1.16,True,75.9,0.63,75.3,True,3.77,2.74,76.6,7.0,A 待突破,True,8:49,264.6,跌,114.0,19,False,8.0,-0.2399,-0.2287,-0.2477,False,True,-1.77,-0.47,24.5,-2.85,-0.76,8.6,,OHLC,—,HH/HL,DT,False,268,5,CBLL,MP_R21
HZO,2026-09-24,52.41,0.4,True,52.23,0.006,1.04,True,79.1,0.28,78.8,True,0.77,5.14,84.4,0.1,A 待突破,True,8:49,264.6,跌,232.0,20,False,8.0,-0.4611,-0.4802,-0.6256,True,True,0.33,0.43,52.08,0.63,0.82,42.5,,OHLC,—,HH/HL,UT,True,268,5,HZO,MP_R21_差一項
KELYA,2026-09-24,16.41,0.46,True,16.5,0.036,0.29,True,83.1,0.49,82.6,True,2.79,2.36,75.5,-6.5,A 待突破,True,8:49,264.6,跌,110.0,17,False,8.0,-0.0429,-0.0493,-0.2148,True,True,-0.53,-0.19,16.48,-0.43,-0.15,5.0,,OHLC,—,HH/HL,自然反彈,True,268,5,KELYA,MP_R21_差一項
DV,2026-09-24,13.37,0.1,True,13.41,0.005,1.1,True,92.7,0.15,92.5,True,0.75,2.37,72.2,0.6,A 待突破,True,8:49,264.6,跌,223.0,22,False,10.0,-0.0621,-0.0605,-0.0793,False,True,-0.3,-0.4,13.34,0.22,0.3,48.1,,OHLC,↑,HH/HL,UT,False,268,5,DV,MP_R21_差一項
GNK,2026-09-24,26.44,0.87,True,26.85,0.016,0.29,True,81.1,0.35,80.7,True,3.27,2.26,60.2,-1.5,A 待突破,True,6:26,192.9,跌,57.0,3,False,,-0.1412,-0.0942,-0.1412,False,True,-1.56,-0.48,27.42,-3.71,-1.13,18.4,,OHLC,—,HH/HL,DT,False,268,5,GNK,Combined_R22
ALRS,2026-09-24,32.21,0.69,False,32.97,-0.063,-0.37,False,92.1,-0.0,92.1,True,2.14,1.13,54.7,1.9,C 基底修復,True,8:49,264.6,跌,446.0,34,True,0.0,-0.1522,-0.1651,-0.2241,True,True,-2.37,-1.11,33.6,-4.32,-2.02,5.2,,OHLC,↓,LH/LL,DT,False,268,4,ALRS,Combined_R22
AXP,2026-09-24,305.66,6.0,False,323.78,-1.448,-1.24,True,90.9,0.07,90.9,True,1.96,1.57,9.0,2.4,D 趨勢弱,True,8:49,264.6,跌,324.0,48,True,0.0,-1.6422,-1.8631,-3.5046,True,False,-5.93,-3.02,327.78,-7.24,-3.69,948.9,,OHLC,↓,LH/LL,DT,False,268,4,AXP,SubSector_R12+Combined_R22
BAC,2026-09-24,56.03,1.24,False,60.84,-0.287,-0.97,True,90.8,0.4,90.4,True,2.21,1.36,30.4,-0.3,D 趨勢弱,True,8:49,264.6,跌,246.0,28,True,0.0,-0.597,-0.6324,-0.6324,True,False,-8.58,-3.89,63.83,-13.92,-6.31,2306.4,,OHLC,↓,LH/LL,DT,False,268,4,BAC,SubSector_R12+Combined_R22
BMY,2026-09-24,61.5,1.35,False,64.6,-0.148,-0.58,True,89.6,0.33,89.2,True,2.19,1.64,39.3,-0.4,C 基底修復,True,8:49,264.6,跌,245.0,19,True,0.0,-0.5022,-0.5336,-0.6275,True,False,-5.04,-2.3,65.29,-6.16,-2.81,660.2,,OHLC,↓,LH/LL,DT,False,268,4,BMY,SubSector_R12
BNY,2026-09-24,150.19,2.97,False,158.12,-0.402,-0.73,True,91.6,0.36,91.3,True,1.98,1.39,45.7,0.1,C 基底修復,True,8:49,264.6,跌,239.0,26,True,0.0,-1.3183,-1.4223,-1.4223,True,False,-5.28,-2.67,160.39,-6.79,-3.44,593.0,,OHLC,↓,LH/LL,DT,False,268,4,BNY,Combined_R22
CAH,2026-09-24,222.62,5.05,False,232.8,-0.768,-0.75,True,90.3,0.21,90.1,True,2.27,1.4,42.8,-2.2,C 基底修復,True,8:49,264.6,跌,102.0,11,True,0.0,-1.9577,-2.1365,-2.1365,True,False,-4.57,-2.02,249.29,-11.98,-5.28,409.8,,OHLC,↓,LH/LL,DT,False,268,4,CAH,SubSector_R12+Combined_R22
CDP,2026-09-24,33.81,0.71,False,35.59,-0.085,-0.76,True,93.0,0.31,92.7,True,2.09,0.95,30.8,0.3,C 基底修復,True,8:49,264.6,跌,397.0,54,True,0.0,-0.0982,-0.1,-0.3,True,False,-5.27,-2.52,35.0,-3.52,-1.69,31.8,,OHLC,↓,LH/LL,DT,False,268,4,CDP,Combined_R22
COF,2026-09-24,196.61,4.65,False,211.51,-0.797,-0.83,True,88.2,0.3,87.9,True,2.37,1.76,12.9,0.4,D 趨勢弱,True,8:49,264.6,跌,190.0,26,True,0.0,-1.5273,-1.5408,-1.7423,True,False,-7.58,-3.2,220.5,-12.15,-5.13,733.4,,OHLC,↓,LH/LL,DT,False,268,4,COF,SubSector_R12
CTAS,2026-09-24,197.68,4.27,False,200.11,-0.32,-0.35,False,89.1,-0.51,89.6,True,2.16,1.77,38.7,6.4,C 基底修復,True,8:49,264.6,跌,374.0,38,True,0.0,-0.5992,-0.808,-1.8832,True,True,-1.23,-0.57,201.38,-1.87,-0.87,398.9,,OHLC,↓,LH/LL,自然反彈,False,268,4,CTAS,SubSector_R12
DUOL,2026-09-24,147.75,7.64,True,146.73,0.415,0.53,False,62.5,-0.34,62.8,False,5.17,3.95,63.6,-0.7,D 趨勢弱,True,8:49,264.6,跌,384.0,12,True,0.0,-0.8316,-0.9422,-1.2955,True,True,0.69,0.13,149.42,-1.13,-0.22,175.7,,OHLC,—,LH/LL,次級回檔,True,268,4,DUOL,AI_R13+Combined_R22
EBC,2026-09-24,21.31,0.44,False,22.05,-0.042,-0.75,True,91.5,0.24,91.3,True,2.08,1.31,38.2,2.4,C 基底修復,True,8:49,264.6,跌,506.0,47,True,0.0,-0.0321,-0.0402,-0.1998,True,False,-3.47,-1.66,22.1,-3.71,-1.78,52.0,,OHLC,—,LH/LL,DT,True,268,4,EBC,Combined_R22
FRT,2026-09-24,110.35,1.67,False,114.9,-0.276,-1.21,True,95.3,0.18,95.1,True,1.51,0.91,23.2,1.3,D 趨勢弱,True,8:49,264.6,跌,98.0,11,True,0.0,-0.3554,-0.4401,-1.0732,True,False,-4.12,-2.72,118.33,-7.23,-4.78,95.4,,OHLC,↓,LH/LL,DT,False,268,4,FRT,SubSector_R12
FWONK,2026-09-24,95.08,2.41,False,98.21,-0.336,-0.78,True,88.2,0.1,88.1,True,2.53,1.6,31.5,5.0,C 基底修復,True,8:49,264.6,跌,147.0,21,True,0.0,-0.1182,-0.2337,-1.1927,True,False,-3.29,-1.3,96.43,-1.42,-0.56,214.4,,OHLC,—,LH/LL,DT,True,268,4,FWONK,SubSector_R12
IQV,2026-09-24,275.02,7.35,True,261.47,0.894,0.74,False,83.3,-0.19,83.5,True,2.67,2.44,73.7,-1.8,A 待突破,True,8:49,264.6,跌,179.0,17,True,0.0,-0.5862,-0.9332,-1.8687,True,False,4.93,1.84,256.98,6.56,2.46,435.5,,OHLC,↑,HH/HL,UT,False,268,4,IQV,MP_R21_差一項
JLL,2026-09-24,324.4,10.11,False,358.55,-1.278,-0.63,True,83.0,0.61,82.4,True,3.12,2.05,11.5,-0.2,D 趨勢弱,True,8:49,264.6,跌,184.0,20,True,0.0,-3.0388,-3.0415,-5.4642,True,False,-10.53,-3.38,367.78,-13.37,-4.29,115.3,,OHLC,↓,LH/LL,DT,False,268,4,JLL,SubSector_R12
KHC,2026-09-24,23.86,0.65,False,24.87,-0.011,-0.17,True,85.5,0.69,84.9,True,2.72,1.95,23.3,1.6,D 趨勢弱,True,8:49,264.6,跌,170.0,14,True,0.0,-0.1021,-0.1022,-0.2905,True,False,-4.22,-1.55,24.99,-4.74,-1.74,586.3,,OHLC,↓,LH/LL,DT,False,268,4,KHC,SubSector_R12
KIM,2026-09-24,22.25,0.35,False,23.45,-0.049,-0.9,True,94.9,0.2,94.7,True,1.58,0.97,18.2,0.8,D 趨勢弱,True,8:49,264.6,跌,114.0,12,True,0.0,-0.0649,-0.0721,-0.2436,True,False,-5.39,-3.4,24.26,-9.03,-5.71,139.4,,OHLC,↓,LH/LL,DT,False,268,4,KIM,SubSector_R12
LH,2026-09-24,308.95,7.65,False,322.8,-0.523,-0.3,True,88.4,0.29,88.2,True,2.48,1.6,35.4,3.3,C 基底修復,True,8:49,264.6,跌,286.0,20,True,0.0,-2.531,-2.5629,-4.2,True,False,-4.48,-1.81,327.95,-6.15,-2.48,261.3,,OHLC,—,LH/LL,自然回檔,False,268,4,LH,Combined_R22
LNC,2026-09-24,41.39,1.2,False,43.28,-0.087,-0.59,True,83.0,0.79,82.2,True,2.9,2.27,38.2,0.4,C 基底修復,True,8:49,264.6,跌,176.0,13,True,0.0,-0.3139,-0.3465,-0.6391,True,False,-4.56,-1.57,,,,85.3,,OHLC,—,HH/HL,DT,False,268,4,LNC,SubSector_R12
LYB,2026-09-24,60.18,2.07,False,63.98,-0.05,-0.05,True,80.7,0.45,80.2,True,3.45,2.16,23.2,4.4,C 基底修復,True,8:49,264.6,跌,158.0,21,True,0.0,-0.6512,-0.6868,-0.6868,True,False,-6.31,-1.83,65.43,-8.72,-2.53,224.6,,OHLC,↓,LH/LL,DT,False,268,4,LYB,SubSector_R12
MHK,2026-09-24,119.47,4.22,False,129.15,-0.555,-0.66,True,78.3,0.19,78.1,True,3.53,2.54,28.9,-0.0,D 趨勢弱,True,8:49,264.6,跌,190.0,26,True,0.0,-1.2957,-1.325,-1.9008,True,False,-8.1,-2.29,129.42,-8.33,-2.36,137.7,,OHLC,↓,LH/LL,自然反彈,False,268,4,MHK,SubSector_R12
NFLX,2026-09-24,71.72,2.21,False,77.16,-0.099,-0.54,True,81.8,1.05,80.7,True,3.08,2.33,2.2,-2.0,D 趨勢弱,True,8:49,264.6,跌,137.0,14,True,0.0,-0.9144,-0.9755,-0.9755,True,False,-7.59,-2.47,73.36,-2.29,-0.74,2488.9,,OHLC,↓,LH/LL,DT,False,268,4,NFLX,SubSector_R12+Combined_R22
O,2026-09-24,55.41,0.94,False,59.67,-0.362,-1.63,True,94.2,0.18,94.0,True,1.71,1.04,7.4,-5.0,D 趨勢弱,True,8:49,264.6,跌,183.0,21,True,0.0,-0.3649,-0.3783,-0.4354,True,False,-7.68,-4.5,61.97,-11.84,-6.94,440.8,,OHLC,↓,LH/LL,DT,False,268,4,O,SubSector_R12
SENEA,2026-09-24,184.0,6.78,False,191.26,-0.059,0.2,True,78.8,0.31,78.5,True,3.68,2.29,72.7,14.7,B 上升結構,True,8:49,264.6,跌,115.0,13,True,0.0,-1.6931,-2.0923,-2.7711,True,False,-3.95,-1.07,186.31,-1.26,-0.34,18.3,,OHLC,↓,LH/LL,自然反彈,False,268,4,SENEA,Combined_R22
SOBO,2026-09-24,34.32,0.79,False,36.76,-0.081,-0.2,True,90.1,0.4,89.7,True,2.31,1.41,38.8,0.7,C 基底修復,True,8:49,264.6,跌,101.0,12,True,0.0,-0.2557,-0.2571,-0.3059,True,False,-7.12,-3.08,37.85,-10.29,-4.46,21.6,,OHLC,↓,LH/LL,DT,False,268,4,SOBO,Combined_R22
STT,2026-09-24,181.09,4.07,False,187.1,-0.49,-0.53,True,90.1,0.25,89.9,True,2.25,1.46,54.4,0.1,C 基底修復,True,8:49,264.6,跌,206.0,18,True,0.0,-1.3249,-1.4667,-1.4808,True,False,-3.32,-1.48,195.4,-7.9,-3.52,359.9,,OHLC,↓,LH/LL,DT,False,268,4,STT,Combined_R22
SYF,2026-09-24,71.55,1.96,False,77.5,-0.201,-0.51,True,84.5,0.57,83.9,True,2.74,2.14,23.3,1.0,D 趨勢弱,True,8:49,264.6,跌,208.0,25,True,0.0,-0.6619,-0.6659,-0.6659,True,False,-8.32,-3.03,80.8,-12.92,-4.71,232.4,,OHLC,↓,LH/LL,DT,False,268,4,SYF,SubSector_R12
UNF,2026-09-24,257.86,6.77,False,274.33,-0.995,-0.65,True,89.9,0.04,89.8,True,2.62,1.14,36.3,1.7,D 趨勢弱,True,8:49,264.6,跌,302.0,38,True,0.0,-1.1329,-1.1546,-1.9871,True,False,-6.39,-2.43,263.13,-2.04,-0.78,98.7,,OHLC,↓,LH/LL,DT,False,268,4,UNF,Combined_R22
VZ,2026-09-24,47.32,1.08,False,49.25,-0.02,-0.12,True,90.0,0.44,89.6,True,2.28,1.46,35.3,2.5,C 基底修復,True,8:49,264.6,跌,107.0,14,True,0.0,-0.5435,-0.5974,-0.5974,True,False,-4.07,-1.79,46.73,1.25,0.55,1050.7,,OHLC,↓,LH/LL,DT,False,268,4,VZ,SubSector_R12+RateHike_R2_迴避
NVO,2026-09-24,38.62,1.32,False,43.72,-0.343,-1.52,True,78.8,0.73,78.1,True,3.42,2.54,6.3,0.6,D 趨勢弱,True,7:44,232.1,跌,79.0,12,True,0.0,-0.5684,-0.5763,-0.7798,True,False,-13.21,-3.86,43.24,-11.96,-3.49,564.3,,OHLC,↓,LH/LL,DT,False,268,4,NVO,SubSector_R12
OESX,2026-09-24,29.25,2.27,True,25.55,0.273,0.85,True,36.9,0.47,36.5,False,7.77,8.08,72.5,1.6,E 延伸,True,7:36,227.9,跌,77.0,9,True,0.0,-0.1699,-0.1994,-0.2438,True,False,12.64,1.63,27.6,5.64,0.73,2.7,,OHLC,—,HH/HL,自然反彈,True,268,4,OESX,MP_R21_差一項
FANG,2026-09-24,189.01,6.36,False,198.34,-0.295,-0.33,True,80.2,0.54,79.7,True,3.37,2.33,40.9,5.1,C 基底修復,True,7:18,219.2,跌,72.0,7,True,0.0,-2.0759,-2.3395,-2.3395,True,False,-4.93,-1.47,,,,656.4,,OHLC,—,HH/HL,自然反彈,False,268,4,FANG,SubSector_R12+Combined_R22
ATO,2026-09-24,156.42,2.35,False,165.41,-0.51,-1.01,True,95.1,0.17,94.9,True,1.51,1.0,12.2,0.3,D 趨勢弱,True,7:09,214.7,跌,69.0,11,True,0.0,-0.7055,-0.7345,-1.0166,True,False,-5.75,-3.82,169.58,-8.41,-5.59,162.6,,OHLC,↓,LH/LL,DT,False,268,4,ATO,SubSector_R12
RIVN,2026-09-24,15.29,0.69,False,15.74,-0.031,-0.21,True,64.7,0.25,64.5,False,4.48,4.18,6.3,0.9,D 趨勢弱,True,7:03,211.3,跌,67.0,8,True,0.0,-0.0574,-0.0787,-0.2459,True,True,-2.97,-0.66,15.36,-0.46,-0.1,337.2,,OHLC,↓,LH/LL,自然回檔,False,268,4,RIVN,SubSector_R12
UBSI,2026-09-24,46.53,0.76,False,47.41,-0.065,-0.44,True,94.6,0.11,94.5,True,1.62,1.01,50.0,2.1,C 基底修復,False,5:43,171.3,跌,45.0,6,True,0.0,-0.1007,-0.1085,-0.2587,True,True,-1.9,-1.17,48.25,-3.7,-2.28,49.8,,OHLC,↓,LH/LL,DT,False,268,4,UBSI,Combined_R22
NWBI,2026-09-24,15.18,0.25,False,15.41,-0.016,-0.27,True,94.6,0.04,94.6,True,1.63,1.0,52.6,2.1,C 基底修復,False,5:32,165.8,跌,42.0,4,True,0.0,-0.0394,-0.0398,-0.0804,True,True,-1.51,-0.93,15.74,-3.69,-2.26,17.2,,OHLC,—,LH/LL,自然回檔,False,268,4,NWBI,Combined_R22
NUE,2026-09-24,247.96,8.19,False,253.77,-0.479,-0.48,True,81.2,0.83,80.4,True,3.3,2.21,62.3,1.0,C 基底修復,False,5:28,164.2,跌,41.0,5,True,0.0,-1.4225,-1.5462,-4.3092,True,True,-2.34,-0.71,268.08,-8.11,-2.46,308.3,,OHLC,↓,LH/LL,自然反彈,False,268,4,NUE,SubSector_R12+RateHike_R2_受惠
RS,2026-09-24,385.77,10.83,False,394.91,-0.898,-0.5,True,86.6,0.63,85.9,True,2.81,1.65,62.9,0.5,C 基底修復,False,5:09,154.7,跌,36.0,4,True,0.0,-0.5719,-0.5786,-5.8201,True,True,-2.37,-0.84,381.87,1.01,0.36,120.4,,OHLC,—,HH/HL,DT,True,268,4,RS,SubSector_R12+RateHike_R2_受惠
PGC,2026-09-24,44.82,0.93,False,45.46,-0.059,-0.19,True,91.6,0.13,91.5,True,2.08,1.3,66.5,2.9,C 基底修復,False,4:52,146.2,跌,31.0,5,True,0.0,-0.0953,-0.1058,-0.1756,True,True,-1.43,-0.69,45.93,-2.48,-1.19,5.8,,OHLC,↓,LH/LL,DT,False,268,4,PGC,Combined_R22
BJ,2026-09-24,91.84,2.35,False,92.71,-0.037,-0.23,True,86.9,0.05,86.9,True,2.56,1.83,35.9,7.0,D 趨勢弱,False,4:09,124.3,跌,19.0,2,True,0.0,-0.0842,-0.128,-0.7487,True,True,-0.95,-0.37,90.49,1.47,0.57,141.6,,OHLC,↑,HH/HL,自然反彈,False,268,4,BJ,SubSector_R12
AMPL,2026-09-24,13.69,0.66,True,13.23,0.057,0.71,False,63.6,-0.36,63.9,False,4.86,4.04,74.7,0.4,B 上升結構,True,8:49,264.6,跌,154.0,16,True,1.0,-0.0681,-0.0845,-0.2954,True,True,3.37,0.69,13.81,-0.88,-0.18,22.5,,OHLC,↓,LH/LL,次級反彈,False,268,4,AMPL,MP_R21
DOW,2026-09-24,28.56,0.97,False,30.18,-0.056,-0.34,True,80.6,0.54,80.1,True,3.4,2.23,17.2,3.7,D 趨勢弱,True,8:49,264.6,跌,129.0,21,True,1.0,-0.1215,-0.144,-0.2147,True,False,-5.67,-1.67,30.08,-5.32,-1.57,257.2,,OHLC,↓,LH/LL,DT,False,268,4,DOW,SubSector_R12
GEO,2026-09-24,31.96,1.28,False,31.31,-0.001,-0.05,False,78.5,-0.08,78.6,True,4.02,2.01,77.9,22.4,A 待突破,True,8:49,264.6,跌,146.0,17,True,1.0,-0.0785,-0.1816,-0.2097,True,True,2.04,0.51,30.85,3.47,0.86,73.7,,OHLC,—,HH/HL,UT,True,268,4,GEO,Combined_R22
HRB,2026-09-24,42.61,1.52,False,48.54,-1.07,-0.9,True,75.1,0.38,74.7,True,3.57,3.09,29.9,0.3,D 趨勢弱,True,8:49,264.6,跌,173.0,20,True,1.0,-0.6299,-0.6894,-1.2778,True,False,-13.92,-3.9,45.84,-7.58,-2.12,88.0,,OHLC,↓,LH/LL,DT,False,268,4,HRB,SubSector_R12
NOW,2026-09-24,137.78,5.99,True,134.55,0.362,0.4,True,68.4,0.15,68.2,False,4.35,3.59,53.2,1.3,C 基底修復,True,8:49,264.6,跌,104.0,13,False,1.0,-0.847,-0.7996,-1.4944,False,True,2.35,0.54,142.1,-3.14,-0.72,2170.1,,OHLC,↓,LH/LL,次級回檔,False,268,4,NOW,AI_R13+SubSector_R12+Combined_R22+MP_R21
TMUS,2026-09-24,165.35,5.27,False,176.5,-0.393,-0.75,True,80.0,0.73,79.3,True,3.19,2.55,6.0,0.3,D 趨勢弱,True,8:49,264.6,跌,114.0,12,True,1.0,-1.7183,-1.9231,-2.0895,True,False,-6.74,-2.11,177.21,-7.17,-2.25,896.8,,OHLC,↓,LH/LL,自然反彈,False,268,4,TMUS,SubSector_R12
WM,2026-09-24,207.96,3.63,False,218.03,-0.466,-0.86,True,92.9,0.15,92.7,True,1.74,1.34,14.2,1.8,D 趨勢弱,True,8:49,264.6,跌,538.0,43,True,1.0,-0.6368,-0.7288,-2.0666,True,False,-4.84,-2.78,218.09,-4.87,-2.79,493.3,,OHLC,↓,LH/LL,DT,False,268,4,WM,SubSector_R12
FTI,2026-09-24,70.95,2.28,False,75.75,-0.1,-0.13,True,82.3,0.43,81.9,True,3.22,2.07,45.4,-0.6,C 基底修復,True,8:22,250.9,跌,89.0,12,True,1.0,-0.747,-0.8184,-0.8898,True,False,-6.76,-2.1,74.57,-5.1,-1.59,227.0,,OHLC,↓,LH/LL,DT,False,268,4,FTI,Combined_R22
AGCO,2026-09-24,116.21,4.55,True,117.3,0.367,0.5,False,75.2,-1.94,77.2,True,3.91,2.73,35.5,2.0,C 基底修復,True,6:57,208.6,跌,66.0,7,False,1.0,-1.0115,-0.6951,-1.6065,False,True,-0.94,-0.24,123.79,-6.52,-1.67,156.7,,OHLC,↓,LH/LL,DT,False,268,4,AGCO,MP_R21_差一項
HAL,2026-09-24,32.76,1.01,False,35.19,-0.01,0.01,True,83.2,0.21,82.9,True,3.08,2.05,21.2,0.2,C 基底修復,True,6:39,199.6,跌,61.0,10,True,1.0,-0.4478,-0.4611,-0.4703,True,False,-7.4,-2.4,,,,389.0,,OHLC,—,HH/HL,DT,False,268,4,HAL,SubSector_R12+RateHike_R2_迴避
IOT,2026-09-24,39.32,2.14,False,39.94,-0.018,-0.05,True,61.9,0.81,61.1,False,5.44,3.79,56.6,3.5,B 上升結構,True,6:05,182.3,跌,51.0,5,True,1.0,-0.214,-0.2518,-0.3744,True,True,-1.58,-0.29,39.14,0.46,0.08,317.4,,OHLC,—,HH/HL,自然反彈,False,268,4,IOT,Combined_R22
STLD,2026-09-24,235.2,8.19,False,237.52,-0.552,-0.51,True,79.6,0.8,78.8,True,3.48,2.34,62.4,0.5,C 基底修復,False,5:05,152.6,跌,35.0,4,True,1.0,-0.1667,-0.2602,-4.7695,True,True,-0.99,-0.28,245.35,-4.32,-1.24,235.0,,OHLC,—,LH/LL,自然反彈,True,268,4,STLD,SubSector_R12+RateHike_R2_受惠
RDVT,2026-09-24,79.06,2.87,True,73.47,0.336,0.74,True,75.7,0.36,75.3,True,3.63,2.92,71.3,-3.6,E 延伸,False,5:01,150.6,跌,34.0,4,True,1.0,-0.0739,-0.279,-0.5193,True,False,7.07,1.95,73.41,7.15,1.97,17.5,,OHLC,↑,HH/HL,UT,False,268,4,RDVT,MP_R21_差一項
PM,2026-09-24,191.5,4.43,True,189.59,0.167,0.09,True,88.8,0.17,88.7,True,2.31,1.68,66.0,-1.0,A 待突破,False,10:09,304.3,升,19.0,2,False,2.0,0.1073,0.0361,,False,True,1.0,0.43,190.39,0.58,0.25,836.5,,OHLC,—,LH/LL,自然反彈,True,268,4,PM,SubSector_R12
APD,2026-09-24,284.49,5.62,False,296.52,-0.506,-0.78,True,91.7,1.48,90.2,True,1.97,1.37,23.2,-10.3,C 基底修復,True,8:49,264.6,跌,154.0,15,True,2.0,-1.0711,-1.2772,-2.3348,True,False,-4.23,-2.14,300.2,-5.52,-2.8,347.7,,OHLC,↓,LH/LL,自然反彈,False,268,4,APD,AI_R13+SubSector_R12
CSX,2026-09-24,46.95,1.0,False,49.13,-0.099,-0.8,True,91.1,0.29,90.8,True,2.14,1.37,41.6,-1.8,C 基底修復,True,8:49,264.6,跌,145.0,18,True,2.0,-0.2007,-0.246,-0.3262,True,False,-4.65,-2.18,49.65,-5.75,-2.69,519.4,,OHLC,↓,LH/LL,自然反彈,False,268,4,CSX,SubSector_R12+Combined_R22
KDP,2026-09-24,30.88,0.73,True,31.62,0.112,0.47,False,88.0,-0.83,88.8,True,2.35,1.81,42.4,-13.7,C 基底修復,True,8:49,264.6,跌,102.0,11,False,2.0,-0.1209,-0.1003,-0.1929,False,True,-2.4,-1.02,31.44,-1.81,-0.77,318.0,,OHLC,—,LH/LL,自然回檔,True,268,4,KDP,SubSector_R12
MAA,2026-09-24,117.26,2.2,False,126.0,-0.532,-1.48,True,93.1,0.06,93.0,True,1.88,1.15,8.3,0.2,D 趨勢弱,True,8:49,264.6,跌,267.0,21,True,2.0,-0.689,-0.7252,-0.7945,True,False,-7.46,-3.97,130.02,-10.88,-5.8,141.0,,OHLC,↓,LH/LL,DT,False,268,4,MAA,SubSector_R12
MAN,2026-09-24,57.02,2.31,True,59.08,0.006,0.12,False,65.3,-0.84,66.1,False,4.05,4.5,61.5,-11.8,C 基底修復,True,8:49,264.6,跌,540.0,37,True,2.0,-0.5023,-0.545,-1.164,True,True,-3.61,-0.89,60.27,-5.7,-1.41,45.1,,OHLC,—,HH/HL,自然回檔,True,268,4,MAN,SubSector_R12
NSC,2026-09-24,313.17,5.72,False,332.05,-0.49,-0.67,True,92.6,0.15,92.5,True,1.83,1.31,30.3,-0.6,D 趨勢弱,True,8:49,264.6,跌,124.0,18,True,2.0,-1.1389,-1.4225,-3.056,True,False,-6.03,-3.3,355.99,-13.67,-7.48,379.9,,OHLC,↓,LH/LL,DT,False,268,4,NSC,SubSector_R12+Combined_R22
SCI,2026-09-24,77.75,1.68,False,81.29,-0.244,-0.82,True,90.8,0.25,90.5,True,2.17,1.39,20.2,-0.5,D 趨勢弱,True,8:49,264.6,跌,325.0,33,True,2.0,-0.3838,-0.4263,-0.5366,True,False,-4.56,-2.1,82.21,-5.74,-2.65,71.5,,OHLC,↓,LH/LL,DT,False,268,4,SCI,SubSector_R12
TMCI,2026-09-24,4.54,0.25,False,4.59,-0.007,-0.15,True,61.0,0.92,60.1,False,5.42,4.02,59.4,-2.4,D 趨勢弱,True,8:49,264.6,跌,99.0,13,True,2.0,-0.0158,-0.0189,-0.079,True,True,-1.06,-0.2,4.6,-1.32,-0.24,1.1,,OHLC,—,HH/HL,自然反彈,True,268,4,TMCI,MP_R21_差一項
UNP,2026-09-24,274.07,5.62,False,291.66,-0.52,-0.85,True,91.4,0.16,91.2,True,2.05,1.38,31.2,-1.1,D 趨勢弱,True,8:49,264.6,跌,115.0,18,True,2.0,-1.4754,-1.6974,-2.7173,True,False,-6.42,-3.13,314.15,-14.62,-7.14,706.9,,OHLC,↓,LH/LL,自然反彈,False,268,4,UNP,SubSector_R12+Combined_R22
URBN,2026-09-24,74.78,2.61,False,77.57,-0.065,-0.17,True,78.8,0.32,78.5,True,3.49,2.48,52.5,0.3,C 基底修復,True,8:49,264.6,跌,137.0,12,True,2.0,-0.4934,-0.5459,-0.6306,True,False,-3.73,-1.07,78.58,-5.08,-1.46,90.7,,OHLC,—,LH/LL,DT,True,268,4,URBN,Combined_R22
CTVA,2026-09-24,79.45,2.41,True,82.87,0.192,0.25,False,82.3,-0.19,82.5,True,3.04,2.26,39.8,-2.2,C 基底修復,True,8:28,254.1,跌,91.0,9,True,2.0,-0.643,-0.6546,-1.5408,True,False,-4.31,-1.42,83.86,-5.55,-1.83,414.5,,OHLC,—,HH/HL,DT,False,268,4,CTVA,SubSector_R12
